time,data/763/norm1
0,-0.010834071
41,-0.010834071
88,-0.010956145
137,-0.010956145
187,-0.010956145
237,-0.010956145
287,-0.011108737
337,-0.011108737
388,-0.011108737
439,-0.011108737
487,-0.011108737
537,-0.01126133
587,-0.01126133
637,-0.01126133
687,-0.01126133
736,-0.0114139225
787,-0.0114139225
837,-0.0114139225
887,-0.0114139225
937,-0.011597034
987,-0.011597034
1037,-0.011597034
1087,-0.011597034
1138,-0.011719108
1187,-0.011719108
1237,-0.011719108
1287,-0.011719108
1337,-0.0118717
1387,-0.0118717
1437,-0.0118717
1487,-0.0118717
1537,-0.011993774
1587,-0.011993774
1637,-0.011993774
1687,-0.011993774
1737,-0.012176885
1787,-0.012176885
1837,-0.012176885
1887,-0.012176885
1937,-0.012298959
1988,-0.012298959
2037,-0.012298959
2087,-0.012298959
2138,-0.01248207
2187,-0.01248207
2238,-0.01248207
2287,-0.01248207
2337,-0.012634663
2388,-0.012634663
2437,-0.012634663
2488,-0.012634663
2539,-0.012634663
2588,-0.012726218
2638,-0.012726218
2688,-0.012726218
2739,-0.012726218
2788,-0.012878811
2838,-0.012878811
2888,-0.012878811
2938,-0.012878811
2988,-0.012939848
3038,-0.012939848
3088,-0.012939848
3139,-0.012939848
3189,-0.013122959
3239,-0.013122959
3289,-0.013122959
3339,-0.013122959
3389,-0.013245033
3439,-0.013245033
3489,-0.013245033
3539,-0.013245033
3589,-0.013367107
3639,-0.013367107
3690,-0.013367107
3739,-0.013367107
3789,-0.013489181
3839,-0.013489181
3889,-0.013489181
3939,-0.013489181
3989,-0.013672292
4037,-0.013672292
4089,-0.013672292
4139,-0.013672292
4187,-0.013824885
4239,-0.013824885
4289,-0.013824885
4339,-0.01391644
4388,-0.01391644
4439,-0.014007996
4489,-0.014007996
4540,-0.014007996
4589,-0.014007996
4639,-0.014099551
4689,-0.014099551
4739,-0.014099551
4789,-0.014099551
4839,-0.014191107
4889,-0.014191107
4939,-0.014191107
4988,-0.014191107
5039,-0.014343699
5089,-0.014343699
5139,-0.014343699
5189,-0.014343699
5239,-0.014496292
5289,-0.0145268105
5340,-0.0145268105
5389,-0.014618366
5439,-0.014618366
5488,-0.014618366
5539,-0.014618366
5589,-0.014618366
5640,-0.01474044
5687,-0.01474044
5739,-0.01474044
5789,-0.01474044
5839,-0.014923551
5888,-0.014923551
5939,-0.014923551
5989,-0.014923551
6038,-0.015076144
6089,-0.015076144
6139,-0.015076144
6188,-0.015076144
6238,-0.015167699
6289,-0.015167699
6339,-0.015167699
6389,-0.015167699
6439,-0.015320292
6489,-0.015320292
6539,-0.015320292
6589,-0.015320292
6639,-0.01535081
6689,-0.015411847
6739,-0.015411847
6789,-0.015411847
6839,-0.015411847
6889,-0.015533921
6938,-0.015533921
6989,-0.015533921
7039,-0.015533921
7089,-0.015625477
7138,-0.015625477
7189,-0.015625477
7239,-0.015625477
7289,-0.01577807
7339,-0.01577807
7389,-0.01577807
7439,-0.01577807
7489,-0.015808588
7539,-0.015808588
7588,-0.015808588
7639,-0.015808588
7689,-0.015961181
7739,-0.015961181
7789,-0.015961181
7839,-0.015961181
7892,-0.016052736
7940,-0.016052736
7989,-0.016052736
8038,-0.016052736
8088,-0.01617481
8139,-0.01617481
8188,-0.01617481
8239,-0.01617481
8289,-0.016327403
8338,-0.016327403
8389,-0.016327403
8439,-0.016327403
8489,-0.01638844
8539,-0.01638844
8589,-0.01638844
8639,-0.01638844
8689,-0.016510515
8740,-0.016510515
8789,-0.016510515
8839,-0.016510515
8889,-0.016510515
8939,-0.016571552
8989,-0.016571552
9039,-0.016571552
9090,-0.016571552
9140,-0.016724143
9189,-0.016724143
9240,-0.016724143
9289,-0.016724143
9339,-0.01678518
9389,-0.01678518
9439,-0.01678518
9489,-0.01678518
9539,-0.016937774
9588,-0.016937774
9639,-0.016937774
9689,-0.016937774
9739,-0.01699881
9788,-0.01699881
9838,-0.01699881
9889,-0.01699881
9938,-0.017120885
9988,-0.017120885
10039,-0.017120885
10089,-0.017120885
10138,-0.017242959
10189,-0.017242959
10239,-0.017242959
10289,-0.017242959
10340,-0.017273476
10390,-0.017273476
10439,-0.017273476
10489,-0.017273476
10540,-0.01742607
10589,-0.01742607
10639,-0.01742607
10689,-0.01742607
10739,-0.017487107
10789,-0.017487107
10839,-0.017517624
10889,-0.017517624
10939,-0.017578661
10988,-0.017578661
11039,-0.017578661
11090,-0.017578661
11139,-0.017578661
11189,-0.017639698
11238,-0.017639698
11290,-0.017639698
11339,-0.017639698
11389,-0.017761772
11439,-0.017761772
11489,-0.017761772
11539,-0.017761772
11589,-0.01782281
11639,-0.01782281
11689,-0.01782281
11737,-0.01782281
11790,-0.017944884
11839,-0.017944884
11889,-0.017944884
11940,-0.017944884
11989,-0.018066958
12039,-0.018066958
12089,-0.018066958
12139,-0.018066958
12189,-0.018097477
12238,-0.018097477
12289,-0.018158514
12339,-0.018158514
12389,-0.018219551
12437,-0.018189032
12489,-0.018189032
12539,-0.018189032
12589,-0.018250069
12638,-0.018250069
12687,-0.018250069
12739,-0.018250069
12789,-0.018372143
12839,-0.018372143
12889,-0.018372143
12940,-0.018372143
12989,-0.01843318
13039,-0.01843318
13089,-0.01843318
13138,-0.01843318
13189,-0.01843318
13239,-0.018524736
13287,-0.018524736
13339,-0.018524736
13389,-0.018524736
13439,-0.018555254
13489,-0.018555254
13539,-0.018555254
13589,-0.018555254
13638,-0.018677328
13689,-0.018677328
13739,-0.018677328
13789,-0.018677328
13839,-0.018768884
13889,-0.018768884
13939,-0.018768884
13989,-0.018768884
14039,-0.018799402
14088,-0.018799402
14139,-0.018799402
14188,-0.018799402
14239,-0.018890958
14289,-0.018890958
14339,-0.018890958
14387,-0.018890958
14439,-0.018951995
14489,-0.018951995
14539,-0.018951995
14589,-0.018951995
14638,-0.01904355
14689,-0.01904355
14739,-0.01904355
14790,-0.01904355
14839,-0.01907407
14889,-0.01907407
14937,-0.01907407
14989,-0.01907407
15040,-0.019165624
15087,-0.019165624
15139,-0.019165624
15190,-0.019165624
15239,-0.019226661
15289,-0.019196143
15339,-0.019196143
15389,-0.019196143
15439,-0.019196143
15489,-0.019318217
15537,-0.019348735
15589,-0.019348735
15638,-0.019348735
15687,-0.019348735
15740,-0.019348735
15790,-0.019348735
15839,-0.019348735
15890,-0.019409772
15939,-0.019409772
15987,-0.019409772
16039,-0.019409772
16089,-0.019470809
16138,-0.019470809
16190,-0.019470809
16239,-0.019470809
16289,-0.019531846
16340,-0.019531846
16389,-0.019531846
16440,-0.019531846
16489,-0.019623403
16537,-0.019623403
16589,-0.019623403
16639,-0.019623403
16689,-0.01965392
16739,-0.01965392
16789,-0.01965392
16838,-0.01965392
16889,-0.019745477
16937,-0.019745477
16989,-0.019745477
17038,-0.019745477
17089,-0.019806514
17139,-0.019806514
17189,-0.019806514
17239,-0.019806514
17289,-0.019806514
17339,-0.01986755
17387,-0.01986755
17439,-0.01986755
17489,-0.01986755
17540,-0.01986755
17590,-0.01986755
17640,-0.01986755
17688,-0.01986755
17739,-0.019959105
17789,-0.019959105
17839,-0.019959105
17887,-0.019959105
17939,-0.019989625
17987,-0.019959105
18039,-0.019959105
18089,-0.020020142
18138,-0.019989625
18188,-0.019989625
18239,-0.019989625
18289,-0.019989625
18339,-0.020050662
18389,-0.020050662
18439,-0.020050662
18489,-0.020050662
18539,-0.020142216
18589,-0.020142216
18639,-0.020142216
18688,-0.020142216
18738,-0.020203253
18789,-0.020203253
18839,-0.020203253
18889,-0.020203253
18939,-0.020233773
18989,-0.02026429
19039,-0.02026429
19090,-0.02026429
19139,-0.02029481
19189,-0.02029481
19239,-0.02029481
19289,-0.02029481
19339,-0.020325327
19389,-0.020325327
19439,-0.020325327
19489,-0.020325327
19539,-0.020325327
19589,-0.020416884
19640,-0.020416884
19689,-0.020416884
19739,-0.020416884
19789,-0.020416884
19839,-0.020416884
19889,-0.020416884
19939,-0.020416884
19989,-0.02047792
20039,-0.02047792
20089,-0.02047792
20139,-0.02047792
20189,-0.020538958
20239,-0.020538958
20289,-0.020538958
20339,-0.020538958
20389,-0.020599995
20439,-0.020599995
20489,-0.020599995
20539,-0.020599995
20589,-0.02069155
20639,-0.02069155
20689,-0.02069155
20740,-0.02069155
20789,-0.020722069
20839,-0.020722069
20889,-0.020722069
20938,-0.020722069
20989,-0.020783106
21038,-0.020783106
21088,-0.020813623
21138,-0.020813623
21187,-0.020813623
21237,-0.020813623
21287,-0.020813623
21336,-0.020813623
21386,-0.02087466
21437,-0.02087466
21487,-0.02087466
21538,-0.02087466
21590,-0.02087466
21639,-0.02087466
21688,-0.02087466
21738,-0.02087466
