time,data/763/norm1,data/1433/norm1
0,-0.09256264,0.006225776
39,-0.09256264,0.006225776
87,-0.0925016,0.006225776
137,-0.0925016,0.006225776
186,-0.0925016,0.006225776
237,-0.0925016,0.006225776
287,-0.09253212,0.0062562944
338,-0.09253212,0.0062562944
387,-0.09253212,0.0062562944
437,-0.09253212,0.0062562944
487,-0.092471085,0.0062562944
536,-0.092471085,0.0062562944
587,-0.092471085,0.0062562944
637,-0.092471085,0.0062562944
686,-0.092471085,0.006286813
737,-0.092471085,0.006286813
787,-0.092471085,0.006286813
837,-0.092471085,0.006286813
887,-0.09241005,0.0062562944
936,-0.09241005,0.0062562944
987,-0.09241005,0.0062562944
1036,-0.09241005,0.0062562944
1087,-0.09244057,0.006286813
1137,-0.09244057,0.006286813
1187,-0.09244057,0.006286813
1237,-0.09244057,0.006286813
1286,-0.09234901,0.0062562944
1337,-0.09234901,0.006286813
1386,-0.09234901,0.006286813
1437,-0.09234901,0.006286813
1487,-0.09241005,0.0062562944
1537,-0.09241005,0.0062562944
1587,-0.09241005,0.0062562944
1637,-0.09241005,0.0062562944
1687,-0.09241005,0.0062562944
1737,-0.092379525,0.006286813
1787,-0.092379525,0.006286813
1837,-0.092379525,0.006286813
1887,-0.092379525,0.006286813
1937,-0.09228797,0.0062562944
1987,-0.09228797,0.0062562944
2037,-0.09228797,0.0062562944
2087,-0.09228797,0.0062562944
2136,-0.09231849,0.006286813
2187,-0.09231849,0.006286813
2237,-0.09231849,0.006286813
2286,-0.09231849,0.006286813
2337,-0.09222694,0.006286813
2386,-0.09222694,0.006286813
2437,-0.09222694,0.006286813
2487,-0.09222694,0.006286813
2537,-0.09228797,0.006286813
2587,-0.09228797,0.006286813
2637,-0.09228797,0.006286813
2687,-0.09228797,0.006286813
2737,-0.09219642,0.006225776
2787,-0.09219642,0.006225776
2837,-0.09219642,0.006225776
2887,-0.09219642,0.006225776
2937,-0.09228797,0.0062562944
2987,-0.09228797,0.0062562944
3037,-0.09228797,0.0062562944
3087,-0.09228797,0.0062562944
3137,-0.0921659,0.006164739
3187,-0.0921659,0.006164739
3237,-0.0921659,0.006164739
3286,-0.0921659,0.006164739
3337,-0.09222694,0.006164739
3386,-0.09222694,0.006164739
3437,-0.09222694,0.006164739
3487,-0.09222694,0.006164739
3537,-0.09219642,0.006164739
3587,-0.09213538,0.006164739
3637,-0.09213538,0.006164739
3686,-0.09213538,0.006164739
3737,-0.09213538,0.006164739
3786,-0.09222694,0.0061342204
3837,-0.09222694,0.0061342204
3887,-0.09222694,0.0061342204
3937,-0.09222694,0.0061342204
3987,-0.0921659,0.0061342204
4037,-0.0921659,0.0061342204
4087,-0.0921659,0.0061342204
4137,-0.0921659,0.0061342204
4187,-0.09210486,0.0060731834
4236,-0.09210486,0.0060731834
4287,-0.09210486,0.0060731834
4337,-0.09210486,0.0060731834
4388,-0.09210486,0.0060731834
4437,-0.09210486,0.0060731834
4487,-0.09210486,0.0060731834
4537,-0.09210486,0.0060731834
4587,-0.09207434,0.0060121464
4636,-0.09207434,0.0060121464
4687,-0.09207434,0.0060121464
4737,-0.09207434,0.0060121464
4787,-0.09210486,0.005981628
4837,-0.09210486,0.005981628
4887,-0.09210486,0.005981628
4937,-0.09210486,0.005981628
4987,-0.092043824,0.005859554
5037,-0.092043824,0.005859554
5087,-0.092043824,0.005859554
5136,-0.092043824,0.005859554
5187,-0.09207434,0.005798517
5237,-0.09207434,0.005798517
5287,-0.09207434,0.005798517
5337,-0.09207434,0.005798517
5387,-0.09201331,0.00573748
5437,-0.09201331,0.00573748
5487,-0.09201331,0.00573748
5537,-0.09201331,0.00573748
5587,-0.09207434,0.0056764428
5637,-0.09207434,0.0056764428
5687,-0.09207434,0.0056764428
5737,-0.09207434,0.0056764428
5787,-0.09198279,0.0056764428
5837,-0.09201331,0.0056764428
5887,-0.09201331,0.0056764428
