time,data/763/norm1
312238,-0.0184637
312489,-0.018494217
312739,-0.018494217
312989,-0.0184637
313239,-0.018402662
313489,-0.018402662
313739,-0.018372143
313989,-0.018372143
314239,-0.018341625
314488,-0.018311106
314739,-0.018311106
314989,-0.018311106
315239,-0.018280588
315489,-0.018280588
315739,-0.018280588
315989,-0.018219551
316239,-0.018250069
316489,-0.018189032
316739,-0.018189032
316989,-0.018097477
317239,-0.018097477
317489,-0.018097477
317738,-0.018097477
317989,-0.01803644
318239,-0.01803644
318489,-0.01803644
318739,-0.01800592
318989,-0.01800592
319239,-0.017975403
319489,-0.017975403
319739,-0.017914366
319989,-0.017944884
320239,-0.017914366
320489,-0.017883847
320739,-0.017853329
320989,-0.01782281
321239,-0.017761772
321489,-0.017761772
321739,-0.017761772
321989,-0.017731255
322238,-0.017792292
322489,-0.017731255
322738,-0.017761772
322989,-0.017700735
323239,-0.017700735
323489,-0.017639698
323739,-0.017639698
323989,-0.017578661
324239,-0.01760918
324489,-0.017578661
324739,-0.017517624
324988,-0.017487107
325239,-0.017456587
325489,-0.017487107
325738,-0.017456587
325988,-0.01739555
326239,-0.01739555
326489,-0.017365033
326739,-0.01742607
326989,-0.017365033
327239,-0.017334513
327489,-0.017273476
327739,-0.017334513
327989,-0.017273476
328239,-0.017242959
328489,-0.017273476
328739,-0.017242959
328989,-0.01721244
329239,-0.017181922
329489,-0.01721244
329738,-0.017151402
329986,-0.017151402
330236,-0.017120885
330489,-0.017059848
330739,-0.017090365
330989,-0.017059848
331239,-0.017090365
331489,-0.017029328
331739,-0.017029328
331989,-0.01699881
332239,-0.01699881
332489,-0.016968291
332739,-0.016937774
332989,-0.016937774
333239,-0.016907254
333489,-0.016937774
333738,-0.016876737
333989,-0.0168157
334239,-0.0168157
334489,-0.016846217
334739,-0.0168157
334990,-0.0168157
335239,-0.016724143
335489,-0.016754663
335739,-0.016754663
335989,-0.016724143
336239,-0.016724143
336489,-0.016663106
336739,-0.016724143
336989,-0.016663106
337239,-0.016663106
337489,-0.016632589
337739,-0.016632589
337989,-0.016632589
338239,-0.016571552
338489,-0.016541032
338739,-0.016571552
338988,-0.016571552
339239,-0.016571552
339489,-0.016479995
339739,-0.016479995
339988,-0.016449478
340239,-0.016449478
340489,-0.016418958
340739,-0.016357921
340989,-0.01638844
341239,-0.016327403
341489,-0.016327403
341739,-0.016327403
341989,-0.016296884
342239,-0.016296884
342488,-0.016266366
342739,-0.016235847
342989,-0.016235847
343239,-0.016266366
343489,-0.01620533
343739,-0.016113773
343989,-0.016113773
344239,-0.016144292
344489,-0.016083255
344739,-0.016083255
344990,-0.016083255
345239,-0.016083255
345489,-0.016022218
345739,-0.016052736
345988,-0.016022218
346239,-0.015991699
346489,-0.015991699
346738,-0.015930662
346989,-0.015961181
347239,-0.015900144
347489,-0.015900144
347739,-0.015900144
347989,-0.015900144
348238,-0.015839107
348489,-0.015808588
348739,-0.015839107
348989,-0.015839107
349238,-0.01577807
349489,-0.01577807
349740,-0.015717033
349989,-0.015717033
350238,-0.015686514
350488,-0.015686514
350736,-0.015655996
350987,-0.015655996
351239,-0.015625477
351489,-0.015655996
351738,-0.015625477
351988,-0.015533921
352239,-0.015594958
352489,-0.015533921
352740,-0.015503403
352989,-0.015503403
353239,-0.015503403
353488,-0.015442366
353739,-0.015472884
353989,-0.015411847
354239,-0.015381329
354489,-0.015411847
354739,-0.015381329
354989,-0.01535081
355238,-0.01535081
355489,-0.015289773
355739,-0.015289773
355989,-0.014801477
356239,-0.012878811
356489,-0.012390515
356738,-0.012421033
356989,-0.0129093295
357239,-0.0128482925
357489,-0.012878811
357739,-0.012939848
357989,-0.012756737
358239,-0.012878811
358489,-0.012817774
358740,-0.012817774
358988,-0.012939848
359239,-0.013000885
359489,-0.013000885
359738,-0.013092441
359989,-0.0129703665
360239,-0.0129703665
360489,-0.012878811
360739,-0.0128482925
360989,-0.012878811
361239,-0.012878811
361489,-0.012604144
361738,-0.012237922
361989,-0.012146367
362238,-0.011688589
362489,-0.011841182
362739,-0.011841182
362989,-0.011810663
363238,-0.011810663
363489,-0.011780145
363739,-0.011810663
363989,-0.011902219
364239,-0.011841182
364489,-0.011719108
364739,-0.011780145
364989,-0.011597034
365239,-0.01147496
365489,-0.0113528855
365739,-0.011078219
365989,-0.010986663
366239,-0.011017182
366489,-0.01126133
366738,-0.011169774
366988,-0.011200293
367239,-0.011200293
367489,-0.011535997
367739,-0.011597034
367989,-0.011627552
368239,-0.011383404
368489,-0.010711997
368739,-0.011078219
368990,-0.011108737
369239,-0.0110477
369489,-0.0110477
369739,-0.011139256
369989,-0.011383404
370239,-0.011505478
370489,-0.011566515
370739,-0.011658071
370988,-0.011627552
371237,-0.011627552
371487,-0.011688589
371738,-0.011658071
371988,-0.015076144
