time,data/1433/norm1
271396,0.06735435
271546,0.06738487
271696,0.06735435
271846,0.06735435
271996,0.06738487
272146,0.06738487
272295,0.06741539
272445,0.06741539
272595,0.06741539
272745,0.06738487
272895,0.06741539
273046,0.06741539
273195,0.06738487
273345,0.06741539
273496,0.06741539
273646,0.067445904
273795,0.067445904
273945,0.067445904
274095,0.067445904
274245,0.06747642
274395,0.06747642
274545,0.06747642
274695,0.06747642
274845,0.06747642
274995,0.067445904
275145,0.067445904
275296,0.06747642
275445,0.06747642
275595,0.06747642
275746,0.06747642
275895,0.067445904
276045,0.06747642
276195,0.06750695
276346,0.06750695
276496,0.06750695
276645,0.06750695
276796,0.06747642
276945,0.06747642
277095,0.067537464
277245,0.06750695
277396,0.06750695
277546,0.06756798
277696,0.06750695
277846,0.067537464
277996,0.067537464
278146,0.067537464
278296,0.0675985
278446,0.06756798
278596,0.06756798
278746,0.067537464
278895,0.06756798
279045,0.067537464
279196,0.067537464
279345,0.06756798
279495,0.067537464
279645,0.067537464
279795,0.067537464
279945,0.06750695
280095,0.06750695
280246,0.06750695
280395,0.06747642
280545,0.067445904
280695,0.0672628
280845,0.0667745
280995,0.06640828
281145,0.065645315
281295,0.06482132
281445,0.06482132
281595,0.06448561
281746,0.06402783
281896,0.06402783
282046,0.06387524
282196,0.06683554
282346,0.07058931
282495,0.07058931
282645,0.07214576
282795,0.072786644
282945,0.07306131
283095,0.07306131
283245,0.073213905
283395,0.07351909
283545,0.073885314
283695,0.073885314
283845,0.0741905
283995,0.074556716
284145,0.074556716
284296,0.0745262
284446,0.07449568
284595,0.07470931
284746,0.07486191
284895,0.07495346
285045,0.07516709
285196,0.07553331
285346,0.07553331
285496,0.07562487
285645,0.0758385
285795,0.07608265
285945,0.0761742
286094,0.07635731
286245,0.076326795
286395,0.076326795
286545,0.07638783
286695,0.076540425
286846,0.0761742
286995,0.0761742
287145,0.076235235
287295,0.07626575
287445,0.0761742
287595,0.0761742
287746,0.07620472
287895,0.07614368
288045,0.07626575
288195,0.076326795
288345,0.07657094
288495,0.07678457
288646,0.07678457
288795,0.07708976
288944,0.07730339
289094,0.07718131
289244,0.07718131
289394,0.07730339
289545,0.077242345
289695,0.07702872
289845,0.07702872
289995,0.077120274
290145,0.076876126
290295,0.07681509
290446,0.07675405
290595,0.07647938
290745,0.07599109
290896,0.07599109
291045,0.07599109
291195,0.0758385
291345,0.0758385
291495,0.0758385
291645,0.07528916
291795,0.07486191
291945,0.07504501
292095,0.07504501
292245,0.07492294
292395,0.07498398
292545,0.07498398
292695,0.07513657
292845,0.07528916
292995,0.075319685
293146,0.075319685
293295,0.07553331
293446,0.07553331
293595,0.07556383
293745,0.07556383
293895,0.07562487
294045,0.07553331
294195,0.07528916
294345,0.07528916
294495,0.07519761
294645,0.07525864
294795,0.07525864
294946,0.07553331
295095,0.07556383
295245,0.0756859
295395,0.0756859
295545,0.07559435
295696,0.075319685
295846,0.0753502
295996,0.0753502
296146,0.07528916
296295,0.075228125
296446,0.07525864
296596,0.07525864
296746,0.0753502
296896,0.07541124
297046,0.07541124
297195,0.07559435
297345,0.0756859
297495,0.075777456
297645,0.07593005
297795,0.07596057
297945,0.07605213
298095,0.07626575
298245,0.07626575
298395,0.07635731
298546,0.076448865
298695,0.076540425
298845,0.0765099
298995,0.07660146
299145,0.076662496
299295,0.076662496
299445,0.07681509
299594,0.07684561
299746,0.076906644
299895,0.076906644
300045,0.0769982
300195,0.07705924
300345,0.077120274
300495,0.077120274
300646,0.07715079
300796,0.07718131
300946,0.07718131
301096,0.07721183
301246,0.07727287
301395,0.077120274
301546,0.077120274
301696,0.0769982
301846,0.076876126
301995,0.07681509
302145,0.07681509
302296,0.07678457
302445,0.074892424
302596,0.06970428
302746,0.06970428
302896,0.06326487
303046,0.060090944
303195,0.060090944
303346,0.058534503
303495,0.05813776
303645,0.0581988
303796,0.0581988
303946,0.058320872
304095,0.058687095
304245,0.059114352
304395,0.059114352
304545,0.0593585
304695,0.059694204
304845,0.059694204
304995,0.059694204
305146,0.059938353
305295,0.059938353
305445,0.059938353
305595,0.05996887
305745,0.059907835
305895,0.060060427
306045,0.060060427
306195,0.060487688
306345,0.060762353
